IdAcademico,IdAlumno,IdSocial,SEMESTRE,NCURSOSMATRICULADOS,NCREDITOSMATRICULADOS,NCREDITOSAPROBADOS,NCREDITOSDESAPROBADOS,PROMEDIOPORCICLO,NOMBRESEDE,NOMBREESCUELA,UBIGEONACIMIENTO,EDAD,DIRECCION,ESTADOCIVIL,DEUDA,MODALIDADINGRESO,PUNTAJEINGRESO,TIPOCOLEGIO,LUGARCOLEGIO,ANOEGRESOCOLEGIO,SEXO
102,9,9,2011-2,6,22,15,7,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
103,9,9,2011-3,7,20,11,9,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
104,9,9,2013-1,7,22,18,4,14,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
105,9,9,2013-2,7,22,11,11,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
106,9,9,2013-3,7,22,21,1,14,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
107,9,9,2014-1,7,22,10,12,12,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
108,9,9,2014-2,7,22,12,10,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
109,9,9,2015-1,3,12,4,8,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
110,10,10,2010-1,6,21,21,0,15,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
111,10,10,2010-2,6,21,14,7,11,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
112,10,10,2010-C,3,11,7,4,15,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
113,10,10,2011-1,6,21,21,0,15,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
114,10,10,2011-2,6,22,18,4,14,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
115,10,10,2011-3,6,22,11,11,13,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
116,10,10,2012-1,6,22,22,0,15,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
117,10,10,2012-2,6,22,19,3,14,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
118,10,10,2013-1,6,22,22,0,14,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
119,10,10,2013-2,6,22,18,4,14,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
120,10,10,2013-3,6,22,18,4,14,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
121,10,10,2014-1,8,25,21,4,14,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
122,10,10,2014-2,1,4,4,0,15,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
123,11,11,2010-1,6,21,0,21,0,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,SAN JERONIMO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
124,11,11,2011-1,7,22,0,22,0,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,SAN JERONIMO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
125,11,11,2011-3,6,21,0,21,4,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,SAN JERONIMO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
126,11,11,2012-2,6,21,14,7,11,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,SAN JERONIMO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
127,11,11,2013-1,7,22,7,15,5,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,SAN JERONIMO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
128,11,11,2013-2,6,19,0,19,1,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,SAN JERONIMO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
129,12,12,2010-1,7,22,12,10,13,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
130,12,12,2010-2,6,20,17,3,12,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
131,12,12,2010-C,2,6,6,0,15,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
132,12,12,2011-1,7,22,13,9,11,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
133,12,12,2011-2,6,19,10,9,10,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
134,12,12,2011-3,6,21,15,6,12,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
135,12,12,2012-1,6,19,10,9,10,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
136,12,12,2012-2,6,20,14,6,11,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
137,12,12,2013-1,6,18,12,6,12,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
138,12,12,2013-2,6,19,3,16,7,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
139,12,12,2013-3,7,22,10,12,7,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
140,12,12,2014-1,7,21,6,15,9,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
141,12,12,2014-2,7,21,12,9,11,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
142,12,12,2015-1,6,18,6,12,7,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
143,12,12,2015-2,7,22,6,16,4,CUSCO,TURISMO,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
144,13,13,2010-1,6,21,21,0,16,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,CUSCO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
145,13,13,2010-2,6,21,18,3,16,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,CUSCO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
146,13,13,2011-1,6,22,22,0,16,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,CUSCO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
147,13,13,2011-2,6,22,22,0,15,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,CUSCO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
148,13,13,2011-3,6,22,22,0,15,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,CUSCO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
149,13,13,2012-1,6,21,18,3,14,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,CUSCO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
150,13,13,2012-2,6,22,22,0,15,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,CUSCO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
151,13,13,2013-1,6,22,22,0,15,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,CUSCO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
152,13,13,2013-2,6,22,22,0,16,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,CUSCO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
153,13,13,2013-3,7,21,21,0,14,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,CUSCO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
154,13,13,2014-1,2,6,6,0,16,CUSCO,CONTABILIDAD,OTROS UBIGEO,B,CUSCO,OTROS,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
155,14,14,2010-1,7,22,13,9,11,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
156,14,14,2010-2,7,22,18,4,14,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
157,14,14,2010-C,2,6,6,0,15,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
158,14,14,2011-1,6,18,12,6,12,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
159,14,14,2011-2,6,20,3,17,7,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
160,14,14,2011-3,6,20,6,14,7,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
161,14,14,2012-1,6,22,19,3,13,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
162,14,14,2012-2,4,14,3,11,3,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
163,14,14,2013-1,3,12,4,8,13,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
164,14,14,2013-2,4,16,8,8,12,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
165,14,14,2013-3,5,18,4,14,11,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
166,14,14,2014-1,5,18,3,15,5,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
167,14,14,2014-2,4,15,4,11,6,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
168,14,14,2015-2,6,20,0,20,1,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
169,15,15,2010-1,8,21,0,21,0,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
170,15,15,2011-3,8,21,13,8,9,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
171,15,15,2012-2,7,22,6,16,7,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
172,15,15,2013-1,7,19,0,19,2,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
173,15,15,2013-2,7,19,11,8,10,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
174,15,15,2013-3,6,18,10,8,11,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
175,15,15,2014-1,7,25,0,25,4,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
176,15,15,2014-2,7,25,9,16,6,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
177,16,16,2010-1,6,20,20,0,17,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
178,16,16,2010-2,6,22,18,4,15,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
179,16,16,2010-C,4,11,11,0,18,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
180,16,16,2011-1,7,21,17,4,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
181,16,16,2011-2,7,21,13,8,11,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
182,16,16,2011-3,7,22,11,11,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
183,16,16,2012-1,5,20,20,0,15,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
184,16,16,2012-2,7,22,12,10,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
185,16,16,2013-2,7,22,18,4,15,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
186,16,16,2013-3,6,22,22,0,15,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
187,16,16,2014-1,5,20,9,11,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
188,16,16,2014-2,1,8,8,0,17,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,C,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,X,MASCULINO
189,17,17,2010-1,7,22,0,22,0,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
190,17,17,2011-1,7,22,5,17,9,CUSCO,INGENIERIA DE SISTEMAS,OTROS UBIGEO,B,CUSCO,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Y,MASCULINO
191,18,18,2010-1,7,22,17,5,14,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
192,18,18,2010-2,7,22,10,12,9,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
193,18,18,2011-1,6,20,7,13,11,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
194,18,18,2011-2,6,21,12,9,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
195,18,18,2011-3,6,20,11,9,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
196,18,18,2012-1,6,21,17,4,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
197,18,18,2012-2,6,22,14,8,11,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
198,18,18,2013-1,8,22,21,1,14,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
199,18,18,2013-2,8,22,4,18,10,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
200,18,18,2013-3,8,22,17,5,13,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
201,18,18,2014-1,7,20,4,16,10,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
202,18,18,2014-2,7,21,7,14,11,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
203,18,18,2015-1,7,21,14,7,12,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
204,18,18,2015-2,6,21,15,6,14,CUSCO,INGENIERIA CIVIL,OTROS UBIGEO,B,WANCHAQ,SOLTERO(A),NO DEBE,OTRAS MODALIDADES,ESPERADO,PUBLICA,OTROS DISTRITOS,Y,MASCULINO
205,19,19,2010-1,6,21,0,21,0,OTRAS SEDES,CONTABILIDAD,OTROS UBIGEO,C,NaN,NaN,PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,OTROS DISTRITOS,X,FEMENINO
